fc,p.val,auc,auc.ci.l,auc.ci.h,pr.shift,pr.n,pr.p,bcol,p.adj,comparison,species
-1.90112612214303,0.636232659945546,0.462121212121212,0.320054427084779,0.604187997157646,-0.0757575757575757,0.166666666666667,0.0909090909090909,#31369585,0.911360296678756,t0_bday08_DxL_vs_DxLW,14-2 sp001940225__2165
3.35051949080801,0.522595598816891,0.560606060606061,0.382034247969331,0.73917787324279,0.106060606060606,0.166666666666667,0.272727272727273,#A5002685,0.875812386950047,t0_bday08_DxL_vs_DxLW,Acetatifactor sp900066365__1990
-1.22667469578837,0.469718781236964,0.409090909090909,0.171603896851255,0.646577921330563,-0.0303030303030303,0.666666666666667,0.636363636363636,#31369585,0.831751422971183,t0_bday08_DxL_vs_DxLW,Agathobacter faecis__2141
-2.2663788961137,0.68883008435773,0.446969696969697,0.198723432366421,0.695215961572973,-0.0984848484848484,0.916666666666667,0.818181818181818,#31369585,0.9266571384401,t0_bday08_DxL_vs_DxLW,Agathobacter sp900317585__2146
5.19537655832888,0.665822484145088,0.556818181818182,0.304672664156281,0.808963699480083,0.159090909090909,0.75,0.909090909090909,#A5002685,0.9266571384401,t0_bday08_DxL_vs_DxLW,An172 sp002160515__1285
-0.638480542032484,0.440570977468647,0.401515151515152,0.158505417454518,0.644524885575785,-0.0151515151515151,0.833333333333333,0.818181818181818,#31369585,0.828460955822238,t0_bday08_DxL_vs_DxLW,Anaerovibrio sp002100115__3578
0.0998431927862264,0.829447588993578,0.53030303030303,0.279652353362641,0.780953707243419,0,1,1,#A5002685,0.982362507634852,t0_bday08_DxL_vs_DxLW,Angelakisella sp003453215__1545
0.214449302028148,0.962860991182792,0.492424242424242,0.328542634486541,0.656305850361944,0.0151515151515152,0.166666666666667,0.181818181818182,#31369585,1,t0_bday08_DxL_vs_DxLW,Bacillus_A thuringiensis_J__4827
0.36551607513924,0.962860991182792,0.507575757575758,0.343571895530835,0.67157961962068,0.0151515151515152,0.166666666666667,0.181818181818182,#A5002685,1,t0_bday08_DxL_vs_DxLW,Bacteroides fragilis__12521
-2.98003729421339,0.185649039326792,0.333333333333333,0.0954921269934484,0.571174539673218,-0.181818181818182,1,0.818181818181818,#31369585,0.819756223996584,t0_bday08_DxL_vs_DxLW,Blautia_A massiliensis__2178
-3.55154519089944,0.369796073983079,0.386363636363636,0.142678530785706,0.630048741941567,-0.106060606060606,0.833333333333333,0.727272727272727,#31369585,0.819756223996584,t0_bday08_DxL_vs_DxLW,Blautia_A obeum__2183
0.215143056823998,0.372171439782126,0.613636363636364,0.372489498476055,0.854783228796672,0.0833333333333334,0.916666666666667,1,#A5002685,0.819756223996584,t0_bday08_DxL_vs_DxLW,Blautia_A wexlerae__2186
-6.66112076212287,0.529584374335728,0.420454545454546,0.17207711778496,0.668831973124131,-0.204545454545455,0.75,0.545454545454545,#31369585,0.880563822424896,t0_bday08_DxL_vs_DxLW,Butyricicoccus_A porcorum__1718
2.41194447490406,0.090469503066613,0.712121212121212,0.478548621490455,0.945693802751969,0.166666666666667,0.833333333333333,1,#A5002685,0.819756223996584,t0_bday08_DxL_vs_DxLW,C941 sp002476625__12653
-0.606074808470267,0.781286742617648,0.462121212121212,0.214778829674133,0.709463594568292,-0.0151515151515151,0.833333333333333,0.818181818181818,#31369585,0.966440634050256,t0_bday08_DxL_vs_DxLW,CAG-1000 sp000434555__5653
3.13856815057864,0.114742960426566,0.696969696969697,0.460830496799608,0.933108897139786,0.0681818181818182,0.75,0.818181818181818,#A5002685,0.819756223996584,t0_bday08_DxL_vs_DxLW,CAG-1024 sp000432015__1810
-14.0092432056561,0.0217596041179596,0.21969696969697,0.0126238087659435,0.426770130627996,-0.378787878787879,0.833333333333333,0.454545454545455,#31369585,0.819756223996584,t0_bday08_DxL_vs_DxLW,CAG-103 sp000432375__1692
2.60097286616033,0.0287398860772365,0.772727272727273,0.568401828306877,0.977052717147668,0.0757575757575757,0.833333333333333,0.909090909090909,#A5002685,0.819756223996584,t0_bday08_DxL_vs_DxLW,CAG-103 sp900317855__1693
5.86696990777823,0.345700903103228,0.617424242424242,0.367608566125005,0.86723991872348,0.143939393939394,0.583333333333333,0.727272727272727,#A5002685,0.819756223996584,t0_bday08_DxL_vs_DxLW,CAG-110 sp002362145__1650
0.201794399207947,0.926444896325421,0.515151515151515,0.259481468510835,0.770821561792196,-0.0909090909090909,1,0.909090909090909,#A5002685,1,t0_bday08_DxL_vs_DxLW,CAG-110 sp002437585__1651
1.55694648698854,0.870536924009392,0.522727272727273,0.287623715168729,0.757830830285816,0.0454545454545454,0.5,0.545454545454545,#A5002685,0.99505848562311,t0_bday08_DxL_vs_DxLW,CAG-110 sp002493965__1648
0.0512447145612422,0.419606833591994,0.602272727272727,0.357207701989766,0.847337752555689,-0.0227272727272727,0.75,0.727272727272727,#A5002685,0.828460955822238,t0_bday08_DxL_vs_DxLW,CAG-110 sp003525905__1658
1.49789950516986,0.870536924009392,0.522727272727273,0.287623715168729,0.757830830285816,0.0454545454545454,0.5,0.545454545454545,#A5002685,0.99505848562311,t0_bday08_DxL_vs_DxLW,CAG-1193 sp000436255__5619
6.5684672163646,0.865090049801273,0.522727272727273,0.28710426157674,0.758350283877805,0.212121212121212,0.333333333333333,0.545454545454545,#A5002685,0.99505848562311,t0_bday08_DxL_vs_DxLW,CAG-127 sp900319515__2344
2.09753060991613,0.51604947765058,0.416666666666667,0.169042857775288,0.664290475558045,0.0681818181818182,0.75,0.818181818181818,#31369585,0.875219914095383,t0_bday08_DxL_vs_DxLW,CAG-145 sp000435615__2673
-0.0209012116936025,0.926444896325421,0.484848484848485,0.220521495991796,0.749175473705174,0.0833333333333334,0.916666666666667,1,#31369585,1,t0_bday08_DxL_vs_DxLW,CAG-145 sp002320005__2676
5.06913244925079,0.45062784902558,0.59469696969697,0.356777827176428,0.832616112217511,0.143939393939394,0.583333333333333,0.727272727272727,#A5002685,0.828460955822238,t0_bday08_DxL_vs_DxLW,CAG-170 sp000432135__1660
