fc,p.val,auc,auc.ci.l,auc.ci.h,pr.shift,pr.n,pr.p,bcol,p.adj,comparison,species
9.33010303207953,0.0223602139443306,0.7,0.571690238306542,0.828309761693458,0.4,0,0.4,#A5002685,0.271303929191211,breed_DxL_bday08vs11_t0,992a sp001940245__2368
-0.0427380471625179,0.894292889099314,0.484848484848485,0.298572861187429,0.671124108509541,-0.00606060606060605,0.272727272727273,0.266666666666667,#31369585,0.959504186384642,breed_DxL_bday08vs11_t0,Acetatifactor sp900066365__1990
-10.6271225315305,0.248956366881681,0.363636363636364,0.141447228179632,0.585825499093095,-0.309090909090909,0.909090909090909,0.6,#31369585,0.615802801283518,breed_DxL_bday08vs11_t0,An172 sp002160515__1285
0.0124439606227491,0.876269663627762,0.521212121212121,0.289778074785937,0.752646167638305,0,1,1,#A5002685,0.943675022368359,breed_DxL_bday08vs11_t0,Angelakisella sp003453215__1545
14.9561980652161,0.037722101554084,0.721212121212121,0.540687450449897,0.901736791974345,0.418181818181818,0.181818181818182,0.6,#A5002685,0.320434060621847,breed_DxL_bday08vs11_t0,Bacteroides fragilis__12521
-5.7561501331717,0.0167802198673277,0.218181818181818,0.0350602146510248,0.401303421712612,-0.266666666666667,1,0.733333333333333,#31369585,0.251431974055884,breed_DxL_bday08vs11_t0,Bifidobacterium thermacidophilum__8868
2.37365200702068,0.436196490805318,0.593939393939394,0.362548900092008,0.82532988778678,0.181818181818182,0.818181818181818,1,#A5002685,0.735204046749781,breed_DxL_bday08vs11_t0,Blautia_A massiliensis__2178
-0.54087880594432,0.0256349974346392,0.236363636363636,0.0513039523703579,0.421423320356915,-0.0666666666666667,1,0.933333333333333,#31369585,0.291598095819021,breed_DxL_bday08vs11_t0,Blautia_A wexlerae__2186
0.0831728611035948,0.835541524225189,0.527272727272727,0.289108147287456,0.765437307257998,0,1,1,#A5002685,0.937406358089918,breed_DxL_bday08vs11_t0,C941 sp002476625__12653
1.96334021622209,0.716195434574409,0.454545454545455,0.212221386892989,0.69686952219792,0.115151515151515,0.818181818181818,0.933333333333333,#31369585,0.899181871516362,breed_DxL_bday08vs11_t0,CAG-1000 sp000434555__5653
-0.359209379511043,0.0426045469883691,0.260606060606061,0.0333024292387644,0.487909691973357,0.0484848484848485,0.818181818181818,0.866666666666667,#31369585,0.320434060621847,breed_DxL_bday08vs11_t0,CAG-1024 sp000432015__1810
3.32546771719702,0.505673814808778,0.575757575757576,0.361310264988677,0.790204886526474,0.0787878787878788,0.454545454545455,0.533333333333333,#A5002685,0.80151685959196,breed_DxL_bday08vs11_t0,CAG-103 sp000432375__1692
0.255047110285446,0.815303589591029,0.53030303030303,0.297310838574788,0.763295222031273,0.0242424242424243,0.909090909090909,0.933333333333333,#A5002685,0.937406358089918,breed_DxL_bday08vs11_t0,CAG-103 sp900317855__1693
0.431534040926318,0.0302462816993694,0.245454545454546,0,0.495521913519854,0.0727272727272728,0.727272727272727,0.8,#31369585,0.317496808478935,breed_DxL_bday08vs11_t0,CAG-110 sp002362145__1650
-0.948009614605709,0.0403256330761068,0.257575757575758,0.0408075537537481,0.474343961397767,0.0242424242424243,0.909090909090909,0.933333333333333,#31369585,0.320434060621847,breed_DxL_bday08vs11_t0,CAG-110 sp002437585__1651
3.5078729508439,0.532010854984778,0.424242424242424,0.179332688002958,0.669152160481891,0.139393939393939,0.727272727272727,0.866666666666667,#31369585,0.817096840567339,breed_DxL_bday08vs11_t0,CAG-110 sp003525905__1658
-11.288979780195,0.0581248407148108,0.309090909090909,0.119400050707392,0.498781767474427,-0.345454545454545,0.545454545454545,0.2,#31369585,0.399197019248889,breed_DxL_bday08vs11_t0,CAG-127 sp900319515__2344
-8.1210532032333,0.225812285945285,0.357575757575758,0.133928531597222,0.581222983554293,-0.218181818181818,0.818181818181818,0.6,#31369585,0.6154457791184,breed_DxL_bday08vs11_t0,CAG-145 sp000435615__2673
-0.300510682437433,0.377615243384458,0.393939393939394,0.162906340926615,0.624972446952172,-0.0666666666666667,1,0.933333333333333,#31369585,0.735204046749781,breed_DxL_bday08vs11_t0,CAG-145 sp002320005__2676
