fc,p.val,auc,auc.ci.l,auc.ci.h,pr.shift,pr.n,pr.p,bcol,p.adj,comparison,species
0.174265376214138,0.0521207829888564,0.591954022988506,0.487784664215792,0.69612338176122,0.187739463601533,0.0344827586206897,0.222222222222222,#A5002685,0.269617676483681,t0_Control_vs_ColiGuard,14-2 sp001940225__2165
0.0766527993442192,0.129856299256476,0.565134099616858,0.47053456404237,0.659733635191346,0.132183908045977,0.0344827586206897,0.166666666666667,#A5002685,0.411315167979842,t0_Control_vs_ColiGuard,992a sp001940245__2368
0,0.778285232203781,0.509578544061303,0.446052715869907,0.573104372252699,0.0210727969348659,0.0344827586206897,0.0555555555555556,#A5002685,0.885266020135572,t0_Control_vs_ColiGuard,Acetatifactor sp002314715__1991
0.204752681738042,0.00932768405169591,0.611111111111111,0.512297870337233,0.709924351884989,0.222222222222222,0,0.222222222222222,#A5002685,0.152525172431247,t0_Control_vs_ColiGuard,Acetatifactor sp900066365__1990
0.592920395659903,0.00770484959404612,0.684865900383142,0.547829524339061,0.821902276427223,0.362068965517241,0.137931034482759,0.5,#A5002685,0.150017953860545,t0_Control_vs_ColiGuard,Acutalibacter sp000435395__1345
0.150749319617232,0.600269422268733,0.544061302681992,0.383773549024701,0.704349056339284,0.162835249042146,0.448275862068966,0.611111111111111,#A5002685,0.790749762553925,t0_Control_vs_ColiGuard,Agathobacter faecis__2141
0.126734845105681,0.871548025374618,0.514367816091954,0.350486294680907,0.678249337503002,0.128352490421456,0.482758620689655,0.611111111111111,#A5002685,0.941214996407825,t0_Control_vs_ColiGuard,Agathobacter rectale__2145
0.838936224635899,0.0297464368412166,0.688697318007663,0.535989961883042,0.841404674132284,0.39272030651341,0.551724137931035,0.944444444444444,#A5002685,0.221260013358263,t0_Control_vs_ColiGuard,Agathobacter sp000434275__2143
0.817448565986719,0.00191226766462456,0.768199233716475,0.63050734036044,0.90589112707251,0.4272030651341,0.517241379310345,0.944444444444444,#A5002685,0.0973785533831892,t0_Control_vs_ColiGuard,Agathobacter sp900317585__2146
0.329959064598221,0.127314800340201,0.628352490421456,0.465024787753552,0.79168019308936,0.183908045977011,0.482758620689655,0.666666666666667,#A5002685,0.411315167979842,t0_Control_vs_ColiGuard,Agathobaculum butyriciproducens__1714
